,brewery_type,city,country,id,latitude,longitude,name,phone,postal_code,state,street,tag_list,updated_at,website_url
126,brewpub,Cleveland,United States,5439,41.5214479,-81.6516143,Goldhorn Brewery,,44103-1301,Ohio,1361 E 55th St,[],2018-08-24T15:43:56.793Z,
127,brewpub,Geneva,United States,5441,41.8612053571429,-80.9443411428571,GOTL Brewing Co,4403614864,44041-9433,Ohio,5243 Lake Rd E,[],2018-08-24T15:43:57.754Z,http://www.gotlbrewing.com
128,brewpub,Cleveland,United States,5443,41.5033931,-81.5040317990171,Granite City Food & Brewery,,44124-3780,Ohio,24519 Cedar Rd,[],2018-08-24T15:43:58.715Z,
129,micro,Toledo,United States,5446,41.6530711,-83.5462275,Great Black Swamp Brewing Co,4199731256,43606-4553,Ohio,3323 Monroe St,[],2018-08-24T15:44:00.392Z,http://www.greatblackswampbrewing.com
130,brewpub,Cleveland,United States,5447,41.4844172,-81.7044266,Great Lakes Brewing Co,,44113-3434,Ohio,2516 Market Ave,[],2018-08-24T15:44:00.888Z,http://www.greatlakesbrewing.com
131,regional,Cleveland,United States,5448,41.484058025,-81.705711125,Great Lakes Brewing Co,2167714404,44113-3422,Ohio,1947 W 28th St,[],2018-08-24T15:44:01.374Z,http://www.greatlakesbrewing.com
132,micro,Cleveland,United States,5450,41.4744919393939,-81.7078548787879,Gypsy Brewery,,44113-4900,Ohio,3506 Vega Ave,[],2018-08-24T15:44:01.842Z,
133,brewpub,Cleveland,United States,5452,41.4834420707071,-81.7047913939394,Hansa Brewery,2166316585,44113-3414,Ohio,2717 Lorain Ave,[],2018-08-24T15:44:02.874Z,http://www.hansabrewery.com
134,micro,Coshocton,United States,5453,40.2723994285714,-81.8617655714286,Hasseman Brewing,7402941364,43812-1625,Ohio,115 S 6th St,[],2018-08-24T15:44:03.442Z,http://www.hassemanbrewing.com
135,micro,Stow,United States,5454,41.202942,-81.442913,Headtrip Brewery,,44224-1412,Ohio,1634 Norton Rd,[],2018-08-24T15:44:03.986Z,http://www.headtripbrewery.com
136,micro,Centerville,United States,5455,39.6279681199441,-84.1733313994478,Heavier Than Air Brewing Co,9374331500,45459-4753,Ohio,497 Miamisburg Centerville Rd,[],2018-08-24T15:44:04.494Z,http://www.heavierthanairbrewing.com
137,brewpub,Cuyahoga Falls,United States,5457,41.1281350246101,-81.4853611797515,HiHO Brewing Co,2343347564,44221-4711,Ohio,1707 Front St,[],2018-08-24T15:44:05.605Z,http://www.hihobrewingco.com
138,brewpub,Columbus,United States,5459,39.974313,-83.025737,Hofbrauhaus Columbus,6142942437,43212-3825,Ohio,800 Goodale Blvd,[],2018-08-24T15:44:06.588Z,http://www.hofbrauhauscolumbus.com
139,micro,Heath,United States,5460,40.0249478095238,-82.4738071904762,Homestead Beer Co.,7405228018,43056-1199,Ohio,811 Irving Wick Dr W,[],2018-08-24T15:44:07.092Z,http://www.homesteadbeerco.com
140,brewpub,Hudson,United States,5463,41.20893905,-81.4451820505962,Hop Tree Brewing Company Ltd,3303420060,44236-3764,Ohio,1297 Hudson Gate Dr,[],2018-08-24T15:44:08.582Z,http://www.hoptreebrewing.com
141,contract,Columbus,United States,5465,39.9444086863438,-83.0161537324999,Hoster Brewing Co,6142213606,43223,Ohio,760 Harmon Ave,[],2018-08-24T15:44:09.545Z,http://www.hosterbeer.com
142,micro,Powell,United States,5467,40.1635259,-83.0740121,Ill Mannered Brewing Company,,43065-8466,Ohio,30 Grace Dr,[],2018-08-24T15:44:10.589Z,
143,brewpub,Sylvania,United States,5468,41.7172650204082,-83.7032814897959,Inside The Five Brewing,5674087212,43560-4901,Ohio,5703 Main St,[],2018-08-24T15:44:11.117Z,http://www.insidethefive.com
144,micro,Athens,United States,5469,39.3315139,-82.0905355476436,Jackie O's Brewery,6147473434,45701-2616,Ohio,25 Campbell St,[],2018-08-24T15:44:11.587Z,
145,brewpub,Athens,United States,5470,39.3276418571429,-82.1021617142857,Jackie O's Pub & Brewery,7405929686,45701-2818,Ohio,22-24 W Union St,[],2018-08-24T15:44:12.145Z,http://www.jackieos.com
146,micro,Wooster,United States,5471,40.7995432,-81.93429705,JAFB Brewery,3306011827,44691-3673,Ohio,120 Beall Ave,[],2018-08-24T15:44:12.683Z,http://www.jafbbeer.com
147,micro,Mansfield,United States,5479,,,Laxton Hollow Brewing Works,4195252842,44904-1300,Ohio,302 E Main St,[],2018-08-11T21:39:00.148Z,http://www.laxtonhollow.com
149,micro,Lake Milton,United States,5481,,,Lil Paws Winery,3309709463,44429-9583,Ohio,17574-A Mahoning Ave,[],2018-08-11T21:39:00.222Z,http://www.lilpawswinery.com
151,brewpub,Bolivar,United States,5489,,,Lockport Brewery,3308746037,44612-8664,Ohio,10891 OH-212,[],2018-08-11T21:39:00.495Z,http://www.lockportbeer.com
152,micro,Chagrin Falls,United States,5491,,,Lucky Owl Brewing,4408363440,44023-1876,Ohio,8660 Tamarack Trl,[],2018-08-11T21:39:00.570Z,http://www.luckyowlbrewing.com
153,brewpub,Cincinnati,United States,5500,,,March First Brewing,5135620759,45249-1622,Ohio,7885 E Kemper Rd,[],2018-08-11T21:39:00.942Z,http://www.marchfirstbrewing.com
154,brewpub,Toledo,United States,5505,,,Maumee Bay Brewing Co,4192431302,43604-8701,Ohio,27 Broadway St Ste A,[],2018-08-11T21:39:01.229Z,http://www.maumeebaybrewing.com
156,micro,Warren,United States,5511,,,Modern Methods Brewing Company,3303331594,44481,Ohio,125 David Grohl Alley,[],2018-08-11T21:39:01.498Z,http://www.modernmethodsbrew.com
157,micro,Cadiz,United States,5514,,,Monzula Farm Brewery / Vineyard 22,7404917000,43907,Ohio,83800 Monzula Rd,[],2018-08-11T21:39:01.614Z,http://www.vineyard22winery.com
159,micro,Cincinnati,United States,5517,,,Mt. Carmel Brewing Co,5132402739,45244-2338,Ohio,4362 Mount Carmel Tobasco Rd,[],2018-08-11T21:39:01.745Z,
160,micro,Medina,United States,5475,41.1363337718929,-81.8684437878401,Lager Heads Brewing Co.,3307212337,44256-2352,Ohio,325 W Smith Rd,[],2018-08-24T15:44:14.713Z,http://www.lagerheads.us
161,brewpub,Medina,United States,5476,41.1998060514877,-81.8875505358769,Lager Heads Smokehouse,3307251947,44256,Ohio,2832 Abbeyville Rd,[],2018-08-24T15:44:15.205Z,
162,micro,Columbus,United States,5478,39.95787195,-83.0115076283597,Land-Grant Brewing Company,2169562634,43215-4040,Ohio,424 W Town St,[],2018-08-24T15:44:16.386Z,http://www.landgrantbrewing.com
163,brewpub,Columbus,United States,5482,40.0225652,-83.01413155,Lineage Brewing,6144613622,43202,Ohio,2971 N High St,[],2018-08-24T15:44:17.860Z,http://www.lineagebrew.com
164,micro,Cincinnati,United States,5483,39.1463506,-84.4721318,Listermann Brewing Company,5137311130,45207-1007,Ohio,1621 Dana Ave,[],2018-08-24T15:44:18.372Z,http://Listermannbrewing.com
165,micro,Athens,United States,5484,39.3333322660354,-82.1295773821057,Little Fish Brewing Company,7402046187,45701-8900,Ohio,8675 Armitage Rd,[],2018-08-24T15:44:18.852Z,http://www.littlefishbrewing.com
166,brewpub,Milford,United States,5485,39.1716103489388,-84.2962316155259,Little Miami Brewing Company,5137131121,45150-1072,Ohio,208 Mill St,[],2018-08-24T15:44:19.329Z,http://www.littlemiamibrewing.com
167,brewpub,Dayton,United States,5487,39.7633200283236,-84.1869352943494,Lock 27 Brewing,9374332739,45402-1705,Ohio,329 E 1st St,[],2018-08-24T15:44:19.833Z,http://www.lock27brewing.com
168,brewpub,Centerville,United States,5488,39.6089321,-84.1626371,Lock 27 Brewing,9374332739,45458-3840,Ohio,1035 S Main St,[],2018-08-24T15:44:20.296Z,http://www.lock27brewing.com
169,micro,Canal Winchester,United States,5490,39.84329,-82.8069082,Loose Rail Brewing,6143216634,43110-1140,Ohio,37 W Waterloo St,[],2018-08-24T15:44:20.779Z,http://www.looserailbrewing.com
170,brewpub,Miamisburg,United States,5492,39.6394357308258,-84.2878244325161,Lucky Star Brewery,9378662739,45342-2924,Ohio,219 S 2nd St,[],2018-08-24T15:44:21.243Z,http://www.luckystarbrewery.com
171,micro,Kent,United States,5493,41.139183,-81.372012,Madcap Brew Co.,3305489654,44240-7536,Ohio,1422 Mogadore Rd,[],2018-08-24T15:44:21.826Z,
172,regional,Cincinnati,United States,5494,39.1563725,-84.4239715,MadTree Brewing,5138368733,45209-1132,Ohio,3301 Madison Rd,['patio'],2018-08-24T15:44:22.281Z,http://www.madtreebrewing.com
173,regional,Cincinnati,United States,5495,39.1885752,-84.4137736,MadTree Brewing 2.0,5138368733,45213,Ohio,5164 Kennedy Ave,[],2018-08-24T15:44:22.908Z,http://www.madtreebrewing.com
174,brewpub,Hartville,United States,5498,40.9534088842131,-81.2781363777854,Maize Valley Craft Brewery,3308778344,44632-9326,Ohio,6193 Edison St NE,[],2018-08-24T15:44:24.353Z,http://www.maizevalley.com
175,micro,Pomeroy,United States,5499,39.027513,-82.034268,Maple Lawn Brewery,7406915018,45769-1004,Ohio,110 Mulberry Ave,[],2018-08-24T15:44:24.897Z,http://www.maplelawnbrew.com
176,brewpub,Marietta,United States,5501,39.4118463474054,-81.4533999253708,Marietta Brewing Co,7403732739,45750-3125,Ohio,167 Front St,[],2018-08-24T15:44:25.825Z,http://www.mariettabrewingcompany.com
177,micro,Cleveland,United States,5502,41.4848964,-81.7036495,Market Garden Brewery,2166214000,44113-3418,Ohio,1947 W 25th St,[],2018-08-24T15:44:26.350Z,http://www.marketgardenbrewery.com
178,micro,Cleveland,United States,5503,41.4857374634146,-81.7027281463415,Market Garden Brewery,2166214000,44113,Ohio,1849 W 24th St,[],2018-08-24T15:44:26.779Z,
179,brewpub,Cleveland,United States,5504,41.5041432,-81.6853889,Masthead Brewing Co,4192604770,44114-3204,Ohio,1261 Superior Ave E,[],2018-08-24T15:44:27.218Z,http://www.mastheadbrewingco.com
180,micro,Cuyahoga Falls,United States,5506,41.1461834736842,-81.4723705789474,McArthur's Brew House,3308054600,44221-1904,Ohio,2721 Front St,[],2018-08-24T15:44:28.115Z,http://www.mcarthursbrewhouse.com
181,large,Trenton,United States,5507,39.45673615,-84.4829713872495,MillerCoors Brewing Co - Trenton,5138964601,45067-9760,Ohio,2525 Wayne Madison Rd,[],2018-08-24T15:44:28.536Z,http://www.millerbrewing.com
182,brewpub,Millersburg,United States,5508,40.5542432241595,-81.9167786662561,Millersburg Brewing,3306744728,44654-1257,Ohio,60 E Jackson St,[],2018-08-24T15:44:29.057Z,http://www.millersburgbrewing.com
183,brewpub,Cuyahoga Falls,United States,5510,41.148384529808,-81.4692809652492,Missing Mountain Brewing Company,,44262,Ohio,2811 Front St,[],2018-08-24T15:44:29.488Z,http://www.missingmountain.com
184,brewpub,Akron,United States,5518,41.0629094,-81.5268804,Mucky Duck Brewery,3306445444,44319-3668,Ohio,4019 S Main St,[],2018-08-24T15:44:32.667Z,
185,micro,Nelsonville,United States,5519,39.4610958206791,-82.2334335904399,Multiple Brewing Company,6144957199,45764-1135,Ohio,82 W Washington St,[],2018-08-24T15:44:33.126Z,
186,micro,Hamilton,United States,5520,39.4009136,-84.5638199,Municipal Brew Works,5136422424,45011-2709,Ohio,20 High St,[],2018-08-24T15:44:33.605Z,http://municipalbrewworks.com
187,micro,Grand Rapids,United States,5524,,,Neon Groundhog Brewery - Majestic Oak Winery,4198756474,43522-9648,Ohio,13554 Mohler Rd,[],2018-08-11T21:39:01.998Z,http://www.majesticoakwinery.com
189,proprietor,Dayton,United States,5531,,,Nowhere In Particular Brewing Company,5133487282,45459-2159,Ohio,6826 Loop Rd,[],2018-08-11T21:39:02.309Z,http://www.nipbrewco.com
190,micro,Bidwell,United States,5536,,,Old Mill Craft Beer,7402459463,45614-9590,Ohio,2376 State Route 850,[],2018-08-11T21:39:02.514Z,
193,micro,Huntsville,United States,5541,,,Paradune Brewing,,43324,Ohio,10551 1/2 County Rd 286,[],2018-08-11T21:39:02.770Z,
194,micro,Belle Center,United States,5542,,,Paradune Brewing Company,9375891730,43310,Ohio,20707 Township Rd 119,[],2018-08-11T21:39:02.810Z,http://www.paradunebrewing.com
197,brewpub,Gahanna,United States,5546,,,Pigskin Brewing Company,6149449311,43230-1718,Ohio,81 Mill St Ste 150,[],2018-08-11T21:39:02.940Z,
198,micro,Columbus,United States,5550,,,Platform Beer Co Taproom,6148262285,43215-2137,Ohio,408 N 6th St,[],2018-08-11T21:39:03.103Z,http://www.platformbeer.co
199,brewpub,Portsmouth,United States,5552,,,Portsmouth Brewing Co/Maults,7403546106,45662-0218,Ohio,224 Second St,[],2018-08-11T21:39:03.180Z,http://www.portsmouthohbrewing.com
200,micro,Cincinnati,United States,5557,,,Queen City Brewery of Cincinnati,,45241-2230,Ohio,11253 Williamson Rd,[],2018-08-11T21:39:03.343Z,
201,brewpub,Wauseon,United States,5561,,,Ramblin Reds Brewing Company,4193352000,43567-2801,Ohio,1493 N Shoop Ave Unit A,[],2018-08-11T21:39:03.430Z,http://www.northriverbrewingco.com
204,brewpub,Cincinnati,United States,5570,,,Rock Bottom Brewery - Cincinnati,5136211588,45202-3102,Ohio,10 Fountain Square Plz,[],2018-08-11T21:39:03.734Z,http://www.rockbottom.com
205,brewpub,Cincinnati,United States,5526,39.1822755,-84.4276285,Nine Giant Brewing,5133664550,45213-1617,Ohio,6095 Montgomery Rd,[],2018-08-24T15:44:35.554Z,http://www.ninegiant.com
206,brewpub,Cleveland,United States,5527,41.5076810738255,-81.6869233422819,Noble Beast Brewing Co.,7175859216,44114-1137,Ohio,1470 Lakeside Ave E,[],2018-08-24T15:44:36.014Z,http://noblebeastbeer.com
207,brewpub,Youngstown,United States,5528,41.1022792972554,-80.6457616215263,Noble Creature Cask House,2347191827,44503-1619,Ohio,126 E Rayen Ave,[],2018-08-24T15:44:36.494Z,http://www.noblecreaturebeer.com
208,micro,Columbus,United States,5529,39.992787,-82.982658,North High Brewing,6142263244,43201-2900,Ohio,1125 Cleveland Ave,[],2018-08-24T15:44:37.037Z,http://www.northhighbrewing.com
209,micro,Cincinnati,United States,5530,39.1183685524544,-84.5192446613843,Northern Row Brewery & Distillery,5136736689,45202-4915,Ohio,111 W McMicken Ave,[],2018-08-24T15:44:37.463Z,http://www.northernrow.com
210,brewpub,Lisbon,United States,5532,40.7725335728921,-80.7697013842693,Numbers Brewing Company,3308705305,44432-1121,Ohio,127 N Beaver St,[],2018-08-24T15:44:37.896Z,
211,micro,Cincinnati,United States,5533,39.118674,-84.522243,Off Track Brewing Company,5136044527,45214,Ohio,227 Stark Street,[],2018-08-24T15:44:38.327Z,http://www.OffTrackBrewingCompany.com
212,micro,Cuyahoga Falls,United States,5534,41.1444116,-81.4748217,Ohio Brewing Company,2342086243,44221-2510,Ohio,2250 Front St,[],2018-08-24T15:44:38.781Z,http://www.ohiobrewing.com
213,micro,Williamsburg,United States,5535,39.0539839584237,-84.0530761824684,Old Firehouse Brewery,5135369071,45176-1342,Ohio,237 W Main St,[],2018-08-24T15:44:39.318Z,http://www.oldfirehousebrewery.com
214,micro,Austintown,United States,5539,41.099487,-80.7874274795918,Paladin Brewing,3305506338,44515-2012,Ohio,6520 Mahoning Ave,[],2018-08-24T15:44:40.223Z,http://www.paladinbrewing.com
215,micro,Toledo,United States,5543,41.662495,-83.650886,Patron Saints Brewery,,43615,Ohio,4730 W Bancroft St #8,[],2018-08-24T15:44:42.182Z,http://www.PatronSaintsBrewery.com
216,micro,Medway,United States,5547,39.860912,-84.045082,Pinups & Pints,9378491400,45341-9706,Ohio,10963 Lower Valley Pike,[],2018-08-24T15:44:43.086Z,http://www.pinupsandpints.com
217,regional,Cleveland,United States,5548,41.4799605,-81.7140045,Platform Beer Co,2162021386,44113-3718,Ohio,4125 Lorain Ave,[],2018-08-24T15:44:43.506Z,http://platformbeer.co
218,micro,Cleveland,United States,5549,41.4744919393939,-81.7078548787879,Platform Beer Co - Production Facility,,44113-4900,Ohio,3506 Vega Ave,[],2018-08-24T15:44:43.918Z,http://www.platformbeer.co
219,micro,Cincinnati,United States,5551,39.1059299127606,-84.5362431006277,Platform Cincinnati,2162021386,45203,Ohio,916 Dalton Ave,[],2018-08-24T15:44:44.886Z,
220,micro,Columbus,United States,5553,39.981855,-82.960769,Pretentious Barrel House,6148877687,43219-2526,Ohio,745 Taylor Ave,[],2018-08-24T15:44:45.806Z,http://www.pretentiousbarrelhouse.com
221,brewpub,Put In Bay,United States,5554,41.6518895639117,-82.8199647560697,Put-In-Bay Brewing Co,4192854677,43456-6536,Ohio,441 Catawba Ave,[],2018-08-24T15:44:46.252Z,http://www.putinbaybrewery.com
222,brewpub,Oxford,United States,5555,39.5114273748486,-84.7404518645508,Quarter Barrel Brewery,5135232525,45056-1317,Ohio,107 E Church St,[],2018-08-24T15:44:46.742Z,
223,brewpub,Hamilton,United States,5556,39.1246414,-84.3556606,Quarter Barrel Brewery and Pub,5135552525,45013,Ohio,103 Main St,[],2018-08-24T15:44:47.286Z,
224,micro,Akron,United States,5558,41.134899952298,-81.5534150333579,R.Shea Brewing,3307945654,44313-9000,Ohio,1662 Merriman Rd,[],2018-08-24T15:44:48.221Z,http://www.rsheabrewing.com
225,regional,Cincinnati,United States,5565,39.1172,-84.5199207586262,Rhinegeist Brewery,5133811356,45202-7751,Ohio,1910 Elm St,[],2018-08-24T15:44:51.546Z,http://www.rhinegeist.com
226,micro,Monroe,United States,5569,39.445756120603,-84.4121541708543,Rivertown Brewing Co - Monroe Barrel House,5133607839,45044-9285,Ohio,6550 Hamilton Lebanon Rd,[],2018-08-24T15:44:52.452Z,http://www.rivertownbrewery.com
227,micro,Lancaster,United States,5571,,,Rockmill Brewing Co,7402058076,43130-9515,Ohio,5705 Lithopolis Rd NW,[],2018-08-11T21:39:03.765Z,http://www.rockmillbrewery.com
228,contract,Akron,United States,5574,,,Roobrew,3307033947,44311-1051,Ohio,,[],2018-08-11T21:39:03.877Z,http://www.roobrew.com
229,contract,Canton,United States,5577,,,Royal Docks Brewing Company,3303539103,44718-1523,Ohio,7162 Fulton Dr NW,[],2018-08-11T21:39:04.007Z,http://www.docks.beer
230,brewpub,Middle Bass Island,United States,5578,,,Saint Hazards Brewery,4192856121,43446,Ohio,1233 Fox Road,[],2018-08-11T21:39:04.044Z,
231,micro,Columbus,United States,5581,,,Seventh Son Brewing Co,6144212337,43201-3683,Ohio,1101 N 4th St,[],2018-08-11T21:39:04.173Z,http://www.seventhsonbrewing.com
232,micro,Chardon,United States,5587,,,Snow Belt Brew,,44024,Ohio,9511 Kile Rd,[],2018-08-11T21:39:04.438Z,
234,micro,Mount Orab,United States,5589,,,Sons Of Toil Brewing LLC,5132509082,45154-8312,Ohio,14090 Klein Rd,[],2018-08-11T21:39:04.580Z,http://www.sonsoftoilllc.com/
236,brewpub,Cambridge,United States,5591,,,Southside Brewing Co,7404353222,43725-9749,Ohio,62920 Georgetown Rd,[],2018-08-11T21:39:04.667Z,http://www.southsidebrewing.net
241,micro,Tiffin,United States,5613,,,The Laird Arcade Brewery,4196186489,44883-3915,Ohio,114 S Washington St Ste D,[],2018-08-11T21:39:05.771Z,
242,micro,Brunswick,United States,5616,,,The Vine N Hop Shop,3306236940,44212,Ohio,1327 N. Carpenter Rd.,[],2018-08-11T21:39:05.926Z,http://www.vinehop.com
243,micro,Middletown,United States,5573,39.516166855348,-84.4068312304314,Rolling Mill Brewing Company,5132174444,45044-8217,Ohio,916 1st Ave,[],2018-08-24T15:44:54.362Z,http://www.rollingmillbc.com
244,micro,Bellefontaine,United States,5575,40.3598153181818,-83.76289625,Roundhouse Depot Brewing,5403231295,43311,Ohio,217 W Chillicothe Ave,[],2018-08-24T15:44:54.811Z,
245,micro,Massillon,United States,5576,40.844016,-81.498326,Royal Docks Brewhouse and Cannery,,44646,Ohio,5646 Wales Ave NW,[],2018-08-24T15:44:55.288Z,
246,brewpub,Cleveland,United States,5580,41.4894793,-81.7105691,Saucy Brew Works,2166662568,44113-2765,Ohio,2885 Detroit Ave,[],2018-08-24T15:44:56.596Z,http://www.saucybrewworks.com
247,micro,North Canton,United States,5582,40.866706,-81.422424,Shale Brewing Co,3307768812,44720,Ohio,7253 Whipple Ave NW,[],2018-08-24T15:44:57.536Z,http://www.shalebrewing.com
248,micro,Westlake,United States,5583,41.4704023782235,-81.9462011060172,Sibling Revelry Brewing,4404718589,44145-1008,Ohio,29305 Clemens Rd,[],2018-08-24T15:44:57.971Z,http://www.siblingrevelrybrewing.com
249,micro,Columbus,United States,5584,39.9672375080153,-83.0662676671791,Sideswipe Brewing,6147199654,43204-3420,Ohio,2419 Scioto Harper Dr,[],2018-08-24T15:44:58.409Z,http://www.sideswipebrewing.com
250,micro,Jackson,United States,5585,39.0532398888889,-82.6387643333333,Sixth Sense Brewing Company,7405773681,45640,Ohio,175 Main St.,[],2018-08-24T15:44:58.974Z,http://www.sixthsensebrewing.com
251,brewpub,Columbus,United States,5586,39.973715,-83.047935,Smokehouse Brewing,6144850227,43215-1039,Ohio,1130 Dublin Rd,[],2018-08-24T15:44:59.423Z,http://www.smokehousebrewing.com
252,micro,Delaware,United States,5593,40.300173,-83.069285,Staas Brewing Company,7404174690,43015-1948,Ohio,31 W Winter St,[],2018-08-24T15:45:01.241Z,http://www.staasbrewing.com
253,micro,Miamisburg,United States,5594,39.6379944,-84.2885964531528,Star City Brewing Company,9377017827,45342-2926,Ohio,319 S 2nd St,[],2018-08-24T15:45:01.856Z,http://www.starcitybrewing.com
254,micro,Cincinnati,United States,5596,39.1091954081633,-84.4329507755102,Streetside Brewery,5136155877,45226-1747,Ohio,4003 Eastern Ave,[],2018-08-24T15:45:02.322Z,
255,micro,Cincinnati,United States,5598,39.111325,-84.51750995,Taft's Ale House,,45202-7009,Ohio,1429 Race St,[],2018-08-24T15:45:03.186Z,
256,brewpub,Cincinnati,United States,5599,39.1681213,-84.5127071,Taft's Brewing Co,5138535016,45232-1938,Ohio,4831 Spring Grove Ave,[],2018-08-24T15:45:03.661Z,
257,micro,Coldwater,United States,5600,40.4731640714286,-84.6288605,Tailspin Brewing Co,4198529366,45828-9603,Ohio,626 S 2nd St,[],2018-08-24T15:45:04.105Z,http://Www.TailspinBrewing.co
258,brewpub,Westerville,United States,5602,40.1149313497525,-82.9280656410251,Temperance Row Brewing and Uptown Deli,6148912337,43081-2123,Ohio,41 N State St,[],2018-08-24T15:45:05.109Z,http://www.uptowndeliandbrew.com
259,micro,Cleveland,United States,5603,41.4869219,-81.7361552,Terrestrial Brewing Company,2164659999,44102-2087,Ohio,7524 Father Frascati Dr,[],2018-08-24T15:45:05.546Z,
260,micro,Cleveland Heights,United States,5605,41.503726,-81.5658351,The BottleHouse Brewery And Meadery,2162142120,44118-2557,Ohio,2050 Lee Rd,[],2018-08-24T15:45:05.986Z,http://www.thebottlehousebrewingcompany.com
261,brewpub,Columbus,United States,5606,39.922819,-82.995426,The Brew Brothers / Scioto Downs Racino,,43207,Ohio,6000 S. High Street,[],2018-08-24T15:45:06.485Z,
262,brewpub,Strongsville,United States,5607,41.3471323,-81.8224061,"The Brew Kettle, Taproom and Smokehouse",4402398788,44136-1637,Ohio,8377 Pearl Rd,[],2018-08-24T15:45:06.933Z,http://www.thebrewkettle.com
263,micro,Mentor,United States,5608,41.7146846240162,-81.3000101194962,The Brew Mentor,4409512739,44060-1876,Ohio,9528 Diamond Centre Dr,[],2018-08-24T15:45:07.354Z,http://www.thebrewmentor.com
264,brewpub,Akron,United States,5609,41.0471953371375,-81.4373419398895,The Brick Oven Brewpub,3304757005,44312-2513,Ohio,604 Canton Rd,[],2018-08-24T15:45:07.804Z,http://www.thebrickovenbrewpub.com
265,micro,Cleveland,United States,5610,41.586428,-81.549766,The Cleveland Brewery,2165346992,44119-2170,Ohio,777 E 185th St,[],2018-08-24T15:45:08.304Z,http://Www.facebook.com/216brew
266,brewpub,Cleveland,United States,5612,41.5074076,-81.6083649792596,The Jolly Scholar,2163680090,44106-1715,Ohio,11111 Euclid Ave,[],2018-08-24T15:45:08.800Z,http://www.thejollyscholar.com
268,brewpub,Sylvania,United States,5629,,,Upside Brewing,4198826061,43560-1928,Ohio,5692 N Main St,[],2018-08-11T21:39:06.493Z,http://www.facebook.com/UpsideBrewing
269,micro,Ashland,United States,5632,,,Veteran Brewhouse,4196064014,44805,Ohio,829 CR 801,[],2018-08-11T21:39:06.605Z,http://www.veteranbrewhouse.com
270,micro,Geneva,United States,5633,,,Virant Family Winery / Black Angus Brewery,4404666279,44041,Ohio,541 Atkins Rd,[],2018-08-11T21:39:06.638Z,http://www.virantfamilywinery.com
272,micro,Dayton,United States,5636,,,Warped Wing Brewing Co,9372227003,45402-2145,Ohio,26 Wyandot St,[],2018-08-11T21:39:06.759Z,http://www.warpedwing.com
273,brewpub,Zanesville,United States,5637,,,Weasel Boy Brewing Co  LLC,7404553767,43701-4921,Ohio,126 Muskingum Ave Unit E,[],2018-08-11T21:39:06.789Z,http://www.weaselboybrewing.com
274,micro,Nevada,United States,5640,,,White Shutter Winery and Brewery,4198352900,44849,Ohio,3794 County Hwy 56,[],2018-08-11T21:39:06.886Z,http://www.whiteshutterwinery.com
275,micro,Yellow Springs,United States,5648,,,Yellow Springs Brewery,9377670222,45387-2059,Ohio,305 N Walnut St Ste B,[],2018-08-11T21:39:07.182Z,http://www.yellowspringsbrewery.com
276,micro,Columbus,United States,5649,,,Zaftig Brewing Co.,6146362537,43229-1050,Ohio,7020 Huntley Rd Ste A,[],2018-08-11T21:39:07.221Z,http://www.drinkzaftig.com
277,micro,Akron,United States,5619,41.0698532030387,-81.5178848685887,Thirsty Dog Brewing Company,3302522739,44311-1184,Ohio,529 Grant St Ste 103,[],2018-08-24T15:45:11.684Z,http://www.thirstydog.com
278,micro,Cincinnati,United States,5620,39.1100908181818,-84.509442,Three Points Urban Brewery,5135555555,45202-7307,Ohio,331 E 13th St,[],2018-08-24T15:45:12.146Z,http://www.3pointsbeer.com
279,brewpub,Granville,United States,5621,40.0683988595088,-82.5182671257866,Three Tigers Brewing Company,7409204680,43023-1337,Ohio,140 N Prospect St,[],2018-08-24T15:45:12.602Z,http://www.threetigersbrewing.com
280,brewpub,Dayton,United States,5622,39.7572488739183,-84.1843655035001,Toxic Brew Company,9379853618,45402-2911,Ohio,431 E 5th St,[],2018-08-24T15:45:13.057Z,http://www.toxicbrewcompany.com
281,micro,Newark,United States,5623,40.057228172848,-82.4556440922082,Trek Brewing,,43055-1538,Ohio,1486 Granville Rd,[],2018-08-24T15:45:13.492Z,http://www.trekbeer.com
282,brewpub,Marion,United States,5624,40.5550920372396,-83.1163532990739,TwentyNine Brewpub,7407514586,43302,Ohio,1775 Marion-Waldo Rd,[],2018-08-24T15:45:13.926Z,
283,brewpub,Catawba Island,United States,5625,41.578044,-82.832581,Twin Oast Brewing,4195736126,43452,Ohio,3630 NE Catawba Rd,[],2018-08-24T15:45:14.451Z,http://www.twinoast.com
284,brewpub,Hicksville,United States,5626,41.2936116326531,-84.7617010816327,Two Bandits Brewing Company,4195421087,43526,Ohio,106 E High St,[],2018-08-24T15:45:14.982Z,
285,brewpub,Ashland,United States,5628,40.8686237954545,-82.3163893181818,Uniontown Brewing Co.,4199088542,44805-2221,Ohio,105 W Main St,[],2018-08-24T15:45:15.959Z,http://www.uniontownbrewing.com
286,micro,Cincinnati,United States,5630,39.1607827,-84.5419628181115,Urban Artifact,,45223-2554,Ohio,1660 Blue Rock St,[],2018-08-24T15:45:17.010Z,http://www.artifactbeer.com
287,brewpub,Wadsworth,United States,5634,41.0247866061802,-81.7298028773239,Wadsworth Brewing Company,3304754935,44281-1432,Ohio,126 Main St,[],2018-08-24T15:45:18.522Z,http://www.wadsworthbrewingcompany.com
