description,names,links
"Sweet malt, coriander, banana, lemon esters, and clove phenolics. Floral, spicy hops character. A Great classic tripel profile that’s ester-driven, light-bodied, and effervescent. Beautiful dry finish is the perfect segue to another sip. Low candy-like sweetness as it starts to warm.",New Belgium Brewing Trippel,/review/trippel
"Amazing unique and intense hops flavors that continue to display the Thai basil flavors from the aroma, coupled with a more pronounced fruity character of mango, pineapple, and grapefruit. A nice, light malt sweetness pairs perfectly with a prominent bitterness that adds to the herbal spice character. Dangerously dry.",Breakside Brewery India Golden Ale,/review/india-golden-ale
"First impression is the taste of fresh passion fruit. Flavors of mango, papaya, lemon, lemongrass follow. Good underlying base beer with a subtle hops bitterness and supportive bready malt. Highly carb’d with intense fruitiness that dances on your tongue. A lingering not-quite syrupy mouthfeel and nice lingering passion fruit in the aftertaste.",Concrete Beach Brewery Tropic of Passion,/review/tropic-of-passion
"Dark cherry and blackberry are at the forefront along with blueberry and currant. Wine-like esters accent the tartness and tannins, and the toasted richness suggests a darker base beer. Strong nuttiness, with some earthy complexity. A touch of alcohol warmth and phenol qualities.",Wicked Weed Brewing Angel of Darkness,/review/angel-of-darkness
"Each berry carries a different part of the flavor. The tartness from the cranberry balances well with the delicate sweetness of the raspberry and the richness of the cherry. The base beer is a bit of a mystery, but is likely a sour brown of sorts. A supporting roasty malt profile that definitely supports the fruit flavors.  Good balance and complexity. Very drinkable with a great finish.",Rodenbach Brewery Caractere Rouge,/review/caractere-rouge
"Surprisingly intense juicy flavors, with melon, mango, and ruby red grapefruit dominating. Assertive hops and bitterness up front, with citrus grapefruit and lemongrass flavors. Nice flavor profile, and the sweetness slowly drops off as the hops bitterness intensifies, leaving a tart finish. Very well blended with the malt graininess.",Prison City Mass Riot,/review/mass-riot
"Quite sweet with a moderate amount of pumpkin flavor. Bourbon is up front but not too boozy, with notes of cinnamon and caramel malts coming through. Lots of vanilla oak character, but no tannins.",Anderson Valley Brewing Company Pinchy Jeek Barl,/review/pinchy-jeek-barl
"Moderate cherry note with very little sweetness and a hint of spice. The beer has a nice drying character after the start with some subtle tartness that’s mild but cleansing. Moderate carbonation is well-balanced with the tartness, and the linger is not too dry or too sweet. The acidic tartness helps to finish the beer out with a nice carbonation that leaves the beer a little warming.",Vanberg & DeWulf LambickX Oude Kriek,/review/lambicx-oude-kriek
"Moderate hops bitterness up front with a light citrus and pine fruity hops flavor. Light malt backbone gives a nice chewy, medium body. High carbonation helps emphasize the bitterness of the hops. Finishes with a long lasting bitterness that slowly grows. Have another sip before the bitterness grows too much.",Bronx Brewery No Resolution,/review/no-resolution
"Super dry and mineral-like with chocolate and raspberry beneath. A mix of cocoa powder and chalk. The fruit character just barely cuts through, with a nice pleasant sweetness. There’s a spiciness (I think I really want there to be chile peppers in this) that could be from alcohol. Numerous wood notes of oak and hickory. Medium body, mostly dry finish without being austere.",Burial Beer Co. Winnower,/review/winnower
"Dry blackberry, with jammy and juicy raspberries and a touch of sweetness on the back end. Earthiness, a limited amount of funk, and very low sweetness. The bitterness and tannic dryness come through moderately, with a nice hint of lemon that adds brightness and complexity. Rounded, smooth, with that note of chocolate and carbonation. The aftertaste is simple and doesn’t linger.",Urban Artifact The Gadget ,/review/the-gadget
"The aroma continues into the flavor, with melon, peach, mango, complex grapefruit, and lemon notes—could almost taste like a sour to a beer rookie. A medium malt background is sweet and bready. Fruity and tart hops flavors become a mild bitterness that extends into the finish. Slight carbonic bite at the end is dry and punchy.",Transient Artisan Ales Obligatory,/review/obligatory
"Orange, tangerine, lime, lemon, and it’s zesty and pulpy, lightly tart, and refreshing. The malt is a bready wheat with a nice cracker that’s cut with rye. Some pepper and spice, and an undercurrent of Earl Grey, bergamot, and herbal dankness. Creamy mouthfeel and some fruity esters that end in a nice, dry finish.",Harpoon Brewery UFO Twist,/review/ufo-twist
"Well balanced clean toasty malt with a floral and herbal hops presence and a touch of citrus peeking through. Bright and crisp with a moderate lingering bitterness. Carbonation is spot on. There aren’t many rough edges to this beer, making it pretty easy drinking.",Coronado Brewing Company Idiot IPA,/review/idiot-ipa
Screams raspberry with low-to-moderate sweetness that quickly transitions into high acidity. Huge tart raspberry esters pull everything together.  Some nice bready notes and subtle funkiness provide support to balance things out.,Toolbox Brewing Company Saison Rustique Framboise,/review/saison-rustique-framboise
"A blend of light malt sweetness, bright hops juiciness, and perfect bitterness to keep it in balance. Hops flavors are intense and complex, with mandarin oranges, peaches, and melon. The malt, though a touch sweet, is layered with a touch of biscuit and bread, and a creamy body. Strong esters, and a slight minerality that accentuates some bitterness. Dank notes are in the background, and the finish is bitter with hops flavors and long lasting.",Prison City Nope on a Rope,/review/nope-on-a-rope
"Light bodied, slightly sweet, clean base beer with just the right amount of mango. The esters from the fruit are well-balanced with the beer, and the mango itself is perfectly ripe. Medium bready malt. Some low hops bitterness, low acidity, and  very dry.",Atwater Brewery Whango,/review/whango
"Huge chocolaty flavors, coupled with a unique citrus hops character, give it a chocolate orange note that works well with the rich nature of this beer. There’s some roast and toasted marshmallow in there, whiskey, umami notes, and dark cherry esters. The body is thick and chewy and almost viscous, but there’s enough heat and roast bitterness for balance.",Hoppin' Frog Rocky Mountain D.O.R.I.S.,/review/rocky-mountain-d-o-r-i-s
Heavy on the grapefruit rind with a healthy amount of dankness and slight onion. A touch of malt sweetness keeps the hops from taking over. An assertive bitterness provides some balance without getting aggressive. Light spices are well balanced with the bitterness.,Creature Comforts Brewery Cosmik Debris 2017,/review/cosmik-debris-2017
"Peaches and cream, with a heavy dose of sweetness. The malt is soft, bread-like, and doughy—very big for the style, and the touch of vanilla puts it over the top. The hops bitterness is low for the style, but definitely there. The finish is drier than expected, with little lingering sweetness.",WeldWerks Brewing Co. Fruity Bits Peaches and Cream,/review/fruity-bits-peaches-and-cream
"Assertive hops bitterness that lingers and sticks to the teeth. The flavor hits with an interesting complexity, adding grapefruit sweetness and pineapple that extends into the finish as it warms. Dank earthiness on the finish.",The Alchemist Focal Banger,/review/focal-banger
"The raspberries aren’t too sweet, are nice and tart, and carry through the entire taste. The tartness is right in line with the flavor, with light Lacto and a touch of cherry and lime. Moderate dryness and a roasty and toasty malty backbone. More Brett here in the flavor—nice and earthy.",Societe Brewing Company The High Binder,/review/the-high-binder
"Moderately sweet and bitter, with a blend of fruity and earthy hops. Lots of orange, mango, and tangerine. Dank, piney hops along with notes of resin, onion, grass, and cat. As the beer warms, the sharper flavors emerge, with the pine and resin rounding out the back end.",Trillium Scaled Up,/review/scaled-up
"Strong citrus notes up front with strong grapefruit, lemon, and lime from the hops, and tropical fruit. The earthy funk from the hops leans toward pine and resin and adds complexity without being distracting. The aftertaste is a bit grassy with a touch of lemongrass and apricot at the tail end.",Funkwerks Dry Hopped Provincial,/review/dry-hopped-provincial
"Where the aroma was more focused on juicy, the flavor highlights more rind-like citrus flavors, heightened by a nice amount of bitterness. The malt sweetness expertly balances out the bitterness and brings out a nice ruby red grapefruit juice flavor on the back end.",Eel River Brewing Company Earth Thirst Double IPA,/review/earth-thirst-double-ipa
"Big tropical juicy hops notes with big juicy grape. Moderate acidity and tannins, with a bit of wine character. Bready malt and low-to-moderate sweetness that’s balanced by moderately high (and lingering) bitterness and dryness.",Trillium Brewing Company Dialed In Sauvignon Blanc,/review/dialed-in-sauvignon-blanc
"Lots of hops going on, with a slight tartness up front and a sturdy body behind it. The sharp, hoppy, earthy flavors have a touch of pine, resin, and dankness with moderate-to-high bitterness. Notes of tangerine, pineapple, and mandarin show through and are not smooth and straight fruit, but more like a more aggressive West Coast IPA. The bitterness and hoppy resin linger on the tongue after the taste.",The Alchemist Broken Spoke,/review/broken-spoke
"Light and delicate, with some sweet light cracker-like notes that carry through. Herbal and floral hops add some unusual woody dankness and bitterness, as well as a lemon-like citrus complexity, without being overpowering. Perfectly fermented, with a fresh, clean, dry finish.",Terrapin Beer Company Sound Czech Pils,/review/sound-czech-pils
"The citrus and hops flavors blend into an appealing mélange, with the quality of the citrus rind combining with a balance of malt and hops. Orange comes through more than tangerine and is fairly restrained in the mix—comes across as a standard IPA with good citrus and resinous hops flavors, with a clean bitterness, and light, bready malt. The hops bitterness is moderate, playing a supportive role. The malt is sweet, with a nice biscuit character.",Stone Brewing Co. Tangerine Express IPA,/review/tangerine-express-ipa
"As in the aroma, there’s lots of intense dark fruit, blueberry, and cherry along with lemon and lemongrass. The lactic and blueberry sweetness are very rich and well blended. Tannins (probably from the fruit) help round things out and make you want another sip. Finishes dry.",Side Project Brewing Bleuet du Fermier,/review/bleuet-du-fermier
"Moderate hops flavors with juicy peach notes, candy sweetness, orange, and pineapple, like orange marmalade. A big bread flavor with medium rye spiciness and a touch of caramel. A mustiness gives it an almost mushroom-like earthiness. The hops bitterness and rye create a spicy, bitter finish, but the bitterness is on the low end for how much heat is in the finish.",50 West Punch You in the EyePA,/review/punch-you-in-the-eyepa
"Juicy peach and passion fruit meet earthy <em>Brett</em> funk. Light tartness throughout with a bit of bitterness in the finish. Creamy consistency with a dry finish and pleasant effervescence. A bit of herbal hops in the background. Some apricot and lemon esters balanced with spicy phenolics and a bit of barnyard, leather funk.",Beachwood Blendery Propagation Series 128,/review/propagation-series-128
"Complex citrus hops character (blood orange, grapefruit pith) with a little nice pineapple, and substantial bitterness, but enough bright malt character that provides a good balance to the hops with some sweetness and residual sugars. Mouthfeel is great with a dry finish. Hops bitterness lingers but is not unpleasant and to be expected from this style.",Green Flash Brewing Company West Coast IPA,/review/green-flash-west-coast-ipa
"Light and crisp, with a balance of bitter from the hops and citrus. Wonderfully dry, with pithy citrus flavors—the orange and grapefruit rind are well-matched with the resinous piney hops. Moderately high esters, with a splash of malt right before the swallow pops the hops back into focus, with a bitterness that coats the tongue and encourages another sip.",Southern Tier Brewing Company Tangier Session IPA,/review/tangier-session-ipa
"Funky peaches (peach pie with a slice of lemon) with a lot going on. The sweetness of the ripe peaches combines with an earthy funk. The acid sourness helps to support the complexity, and the high carbonation level gives it a nice light feel. Really like the balance and mouthfeel.",Toolbox Brewing Company Mackinaw Batch #2,/review/mackinaw-batch-2
"A blend of overripened citrus and unique malt flavors of sweet biscuit, light caramel, and bread crust. The moderate hops bitterness includes grassy and floral hops more than tropical citrus hops. The malt gives it a chewy consistency, and there’s a moderate alcohol warming, but the sweetness lingers into the finish.",The Veil Broz Night out,/review/broz-night-out
Big chocolate with sweetness that slowly builds and then fades into slight bitterness and a hint of acidity in the finish. Caramel and roasted malt support. Moderately dry finish. There is a creamy (vanilla) sweetness to this beer that makes it taste like chocolate milk.,Speakeasy Ales & Lagers Black Hand,/review/black-hand
"Rich, vinous dark fruits quickly give way to intense acidity, which isn’t overly harsh or overwhelming. The sour notes are funky and tart, cutting the sweetness. High carbonation takes the tartness just a little too high, but the overall effect is very dry and not overly harsh. The finish is light lactic, with low sweetness and a moderate tartness.",The Rare Barrel In Other Words,/review/in-other-words
"Orange and pine carry over from the aroma and saturate the flavor profile. Clean hops flavors, a kiss of caramel, and a nicely balanced bitterness make a beautiful impression on the palate. A drier IPA with fruit notes of grapefruit and lime. Low malt note to round out the flavor. The carbonation and lime notes at the end create a surprising bite, but not in a bad way. Almost a slight hint of a roast character. The juiciness of this beer is alluring.",La Cumbre Brewing Company Elevated IPA,/review/elevated-ipa
"Hops profile is explosive! Tropical flavors, citrus-peel bitter, lightly caramel sweet, lingering bitterness.",Heavy Seas Beer Double  Cannon,/review/double-cannon
"The orange comes through more on the tongue, with pithy and astringent qualities from the rind. Grapefruit notes mix with lemon, followed by toasty and biscuit malt. The bitterness counteracts the malty backbone well, lingering long after the flavor is gone, without being overwhelming. Spicy hops tend to be overwhelmed by the bitterness of the orange.",Ska Brewing Co. Modus Mandarina India Pale Ale,/review/modus-mandarina-india-pale-ale
"Fruit-flavor layers on top, bringing in flavors of boysenberry, blackberry, and bananas. With the high acidity and sourness, the effect is almost wine-like. Funky and earthy, with spices, esters, and a touch of malt sweetness. A dry finish, with a nice lingering note of currant in the aftertaste.","Epic Brewing Oak and Orchard Blueberry, Boysenberry & Black Currant",/review/oak-and-orchard-blueberry-boysenberry-and-black-currant
"Moderate fruity malt sweetness up front with a big grassy, woody, and earthy hops flavor and moderate bitterness. Stone-fruit esters and low-level peppery phenolics dominate, with a touch of malt sweetness to support. There is an odd through-line of sharp bitterness that doesn’t really dissipate until long after the swallow. Tastes more like a Belgian golden strong than a New England IPA.",Harpoon Hoppy Adventure,/review/Harpoon-hoppy-adventure
"Big caramel and dark fruit sweetness, light earthy hops, touch of plum, very light oxidation (sherry). Balanced and blended well with the spice and earthiness and the malt sweetness that carries through with notes of toast, chocolate sweetness. Finishes with a slight toast and bittersweet chocolate character.",Fort Collins Brewery Oldwyn,/review/oldwyn
There’s plenty of malt sweetness in this beer to balance the intense hoppy character. Bitterness and hops flavor shine through with citrus and pine as in the aroma. Clean otherwise and distubingly drinkable for the ABV. Slight bready character from the malt provides some sweetness. Really dry finish without a lot of hops presence with the exception of a citrus note.,"Knee Deep Brewing Company No Seeds,  No Stems",/review/no-seeds-no-stems
"The orange-peel flavor is light and wedged somewhere between the malt and hops but doesn’t heighten either. The hops are grassy, floral, resinous, and bitter, and the malt is clean and bready. A little astringency in there, with a light, crisp body. Mildly soapy character, with a bit of bitterness in the finish.",Sierra Nevada Brewing Company Sidecar Orange Pale Ale,/review/sidecar-orange-pale-ale
"A nice blend of dark roasted malt and sour. The cherry character is more pronounced on the palate than on the aroma, and it helps to pull together the slightly harsh roasted character and the lactic/acetic sour, although the flavors seem to be competing with each other. The dark richness of the cherries shines through more with every sip and comes through in aftertaste and lingers long. It’s fairly full body but still dry.",Odell Brewing Company Dark Theory,/review/dark-theory
"Moderate bitterness, with a chalky, orange-flavored vitamins character most likely derived from the malt, with some pineapple in the background. Low tropical and peach fruit flavors, along with some sweetness from the malt. The hops taste a bit muddy, muted, and grassy and fading to vegetal. There’s a bit of a catty hops note with an herbal sting.",Mosaic IPA Lost Nation,/review/lost-nation
"A classic dubbel flavor profile, replete with raisins, toffee, bananas, and a touch of clove. High carbonation, but smooth nonetheless. Carbonic bite is a little overpowering, though. Rich malt base, overlaid with dark fruit esters, and a dry finish.",Brouwerij Westvleteren Westvleteren 8,/review/westvleteren-8
"Wonderful, complex pine and citrus hops character blends nicely with just enough malt sweetness to balance and give it a soft body. Beer is slightly sweet for the style until the very finish which is nice and dry.",Lagunitas Brewing Company Maximus,/review/maximus
"Bergamot, tangerine, and herbal notes up front, with some grapefruit pith and hops. Moderate esters bring in notes of cherry and blueberry, which play nicely with the citrus, the lemongrass, and bitterness of the hops. Light simple malt bill adds a supportive caramel-malt character. It’s well-balanced and not too aggressively bitter, if a bit too pithy. Dry finish, very clean.",Schlafly Beer Grapefruit IPA,/review/schlafly-grapefruit-ipa
"Puckering sour with strawberry, boysenberry, and blackberry in a light body. Some hops bitterness. As it warms, the berries come out. The sweet dark berry start flows into a semidry tart finish. Hint of tannins add some complexity. Nice balance.",Bruery Terreux Frucht Boysenberry,/review/frucht-boysenberry
"Vanilla, brown sugar, and caramel sweetness at first taste, with a touch of pumpkin-pie spices (mostly ginger) to support. The sweetness gives way to the ginger spiciness. The vanilla/caramel flavor comes through a bit artificial, but still works well in the beer. Also tastes of lemon and some earthiness. Finishes slightly astringent and sharp.",Southern Tier Brewing Company Pumking,/review/pumking
"Crisp and sour, it’s tart, but not too tart. Strong carbonic bite plus notes of lemon, orange, and even some sharp pineapple flavor. Cherry as it warms. Funky <em>Brett</em> and barnyard-like notes mix with a medium tartness. Just the right amount of carbonation to carry the complex flavors. Slight salty, lime notes after the sip. The tartness hits more in the finish and stays at the top of the tongue.",Allagash Brewing Company Nancy,/review/nancy
"Slightly sweet, rich, toasted and caramel notes from the base beer and plenty of body carry the blood orange esters. The dark citrus complexity is nicely blended, but the mustiness on the aroma carried through to the flavor. The finish is slightly numbing and sweet. Pithy from the rind of the blood oranges",Buffalo Bill’s Brewery Blood Orange Imperial Ale,/review/blood-orange-imperial-ale
Juicy orange and malt sweetness up front with some pine-like hops character. The sweetness almost offsets the bitterness from the piney hops. Hops bitterness lingers pleasantly.,Melvin Brewing 2x4 Double IPA,/review/2x4-double-ipa
"The citrus flavor is fresh and lively, with flavors from the juice, pith, and peel of the grapefruit. Biscuit malt sweetness is obvious, and the complexity brings out the juiciness of the citrus. The hops are piney and dank, with the bitterness keeping it from being too sweet and juicy. Just a hint of the perfume that was present on the nose, and a bit of burn in the aftertaste that lingers with it.",Samuel Adams Rebel Grapefruit IPA,/review/rebel-grapefruit-ipa
"Rich, tart berry esters, especially lots of blackberry and raspberry. The raspberry has a cooked quality and is rich, tart, and slightly short of ripe. The sweetness from the malt and the fruits supports the sourness—it’s like a Pop-Tart with a hint of lemon. The <em>Brett</em> character is stronger here, with notes of leather and woodiness, along with the funk. Bright floral notes shine through, along with more of the complex esters.",Adelbert's Brewery Raspberry Sour,/review/raspberry-sour
"Big sweetness, with moderate caramel and apple (like caramel apples), brown sugar, dark fruit (plum, prune, raisin), and a sweetness that carries through to the finish. The body is creamy and sweet and balances well with the faint smoke character.",Hardywood Park Trickery,/review/trickery
"The juiciness and fruitiness of the peach come through much more on the flavor, with the herbal and grassy hops playing more of a supporting role. Lots of sweetness up front for an IPA from the bready malts, which also work to support the fruity esters. Floral hops flavors are present, but not enough bitterness for an IPA. The finish is dry.",Odell Brewing Company Tree Shaker Imperial Peach IPA,/review/tree-shaker-imperial-peach-ipa
"Passion fruit dominates, but there are some mango notes. Saltiness comes through on the back, bringing together the fruit and adding complexity. Rather dry on the finish. Tartness is  just light of making the mouth pucker. Finishes refreshing.",WeldWerks Brewing Co. Double Passion Fruit Gose,/review/double-passion-fruit-gose
"Very delicate in the flavor. Watermelon comes through as the biggest dominator but is still subtle. Touch of lime and moderate hops bitterness. Pilsner/pale malt sweetness and some huskiness comes through and provides the dominant flavor profile. Aftertaste: big melon rind (touch of bitter there too), touch of watermelon, moderately sweet, touch of lime, light lactic acidity, light hops bitterness. Finishes lightly dry.",New Belgium Brewing Juicy Watermelon,/review/juicy-watermelon
"The hops flavors are resinous, and provide lots of fruit flavors that carry throughout the beer, showcasing each fruit: grapefruit, orange, pineapple, mango, light orange, and peach. Yeasty, bready body that’s soft and fluffy. Some earthy funkiness in the middle, with a light piney bitterness and a touch of malt in the finish.",Odd 13 Fairy Hopmother,/review/fairy-hopmother
"Light and well-balanced with a substantial bitterness to balance the nice honey sweetness with some bready malt character. Hops are a complex blend of orange, lemon, and pine with some herbal complexity in the finish. The alcoholic heat from the aroma isn’t nearly as present. Hops bitterness lingers, and the hops flavor lingers lightly into the aftertaste.",New Belgium Brewing Company Voodoo  Ranger IIPA,/review/voodoo-ranger-iipa
"Mandarin orange with a grapefruit kicker—comes through like a grapefruit orange soda. It’s sweet, dry, and slightly acidic. Some cherry esters and bready malt to remind you it’s beer, but the citrus is so dominant the hops are playing second fiddle, aside from the bitterness that lingers into the finish. The citrus rind finish lingers.",Heavy Seas Beer TropiCannon Citrus IPA,/review/tropicannon-citrus-ipa
"Raspberry shines through with an interesting pivot point with the chocolate/roast malt. The roast malt helps cut through the sweetness up front. Bright acidity comes through on the back but finishes somewhat dry. Very inviting beer with some complexity. Bright fruit with some malt sweetness. You would expect it to be a heavier, but it has all the flavor yet is still refreshing.",Urban Artifact Slide Rule,/review/slide-rule
"Assertive lactic tartness and acidity emerge up front, with flavors of lemon and lime, reminiscent of a Lemon Warhead. The stone-fruit and pear flavors play a background role and add complexity, which works with the light body to balance the level of acidity. The acidity dissipates quickly, leaving a dry malt sweetness in the aftertaste.",Funkwerks Apricot Provincial,/review/apricot-provincial
"Tart citrus flavor that reminds me of Smarties candy, even with a light chalkiness. Chewy body with a medium carbonation. Finishes with a medium tartness that is medium lasting. As it warms, the peach and cherries start to come out. From the funk, it tastes like my grandfather's tack room smelled: straw, dust, sweat, leather. Low overall fruit with intense citric acidity. Very dry.",TRVE Brewing Company Restarter,/review/restarter
"The first sip brings out the bready malt, with a touch of hops flavor that yields to the bitterness. Light nuttiness that might be a bit out of place, as well as some fresh fruitiness. Subsequent sips see the hops flavors build in complexity—spicy, with a big of evergreen pine. Some lingering bitterness in the aftertaste, clean fermentation.",Hopworks Urban Brewery HUB Lager,/review/hub-lager
"The grapefruit pithiness ushers in a healthy dose of dank, piney, resinous, tart hops. The grapefruit flavor is mostly rind, but a bit of juice. Biscuit maltiness on the back end and some caramel malt sweetness lend a fullness to the body and round it out. Floral esters and the hops bitterness linger through the aftertaste.",Ghostfish Brewing Company Grapefruit IPA,/review/grapefruit-ipa
"The beer has a nice balance of fruit sweetness with big raspberry, a touch of bitter, moderate malt/wheat sweetness, and a touch of acidity. The tartness is delicate  and balances well. Clean, refreshing, tasty.",Three Taverns Craft Brewery Rapturous,/review/rapturous
"Spicy, resinous pine is most pronounced, yet underneath, fruity notes of orange, lemon, and citrus are present. Big sweetness that transitions into a medium bitterness toward the finish. Flavors are delicate and integrated, with good carbonation. The sip finishes a touch cloying, with a light bitterness.",Odd 13 Codename Superfan,/review/codename-superfan
"Lots of flavor and very drinkable—slight tartness and fruit notes with hints of apple juice, pear, orange, and lemon. The tartness hits toward the finish to help clean the beer out. Big tropical <em>Brett</em> funk with pineapple, tangerine, peach/apricot, and herbal tea in the background. Moderate-to-strong tart character throughout that fades into the dry finish. Carbonation is spot on. Very frefreshing yet complex.",Wicked Weed Brewing The Parking Lot Grissette,/review/the-parking-lot-grissette
"Such subdued flavor, which is surprising, given the hint of sour acetic in the aroma. Delicate clove and pepper phenols. Some great citrus notes of orange and lemon develop, and even more lemon in the aftertaste. The banana esters are on the lighter side, and balance with the sweet wheat and bread crust malts. Creamy and medium-light body, but a dry finish.",C. B. & Potts Big Horn Hefeweizen,/review/big-horn-hefeweizen
"The flavor surprises with strong hops bitterness throughout. Some interesting malt complexity, with a touch of honey, caramel, biscuit, and bread crust. Hops flavors oscillate among dank piney character, floral notes, and grapefruit pithiness. Bitterness gets a bit astringent as it sits in the aftertaste. The finish is like grapefruit pith—hard to get out of your mouth.",Roc Brewing Co. Whoopass,/review/whoopass
"The orange character is pronounced up front but quickly fades behind a pithy bitterness and a touch of malt sweetness and becomes a fruity citrus with the swallow. Simple and estery with hints of cherry and banana and just a touch of caramel malt sweetness. Woody, earthy, and herbal hops lend a note of bitterness that’s not overwhelming. Light on carbonation and body, and a delicate flavor profile overall.",Elysian Brewing Company Superfuzz Blood Orange Pale Ale,/review/superfuzz-blood-orange-pale-ale
Bright orange and tangerine notes dominate up front with a touch of lime. An interesting but subtle saltiness appears in the middle but transitions into a somewhat bitter finish that lingers until the next sip. Bright acidity is present up front. Carbonation carries the beer well.,Sudwerk Brewing Co. Farmer's Market Citrus Gose Lager,/review/farmers-market-citrus-gose-lager
"The first impression is of juicy tangerine—citrus is everywhere throughout, including the citrus rind on the finish, but the citrus is watered down. Mild tropical hops, possibly Citra, with some coconut and pineapple notes, and balancing bitterness. The mouthfeel is oily and flat, with not enough carbonation, and mineral notes in the aftertaste.",New Belgium Brewing Citradelic,/review/citradelic
"The sip has the same floral presence, with brightness from the citrus esters, and cherry, pear, ripe apple, and strawberry enter, along with some coriander, black pepper, and ginger. The citrus is more lemon than orange. Tart wheat supports, with the graininess helping the beer to finish very dry.",Celis Brewing Company Celis White,/review/celis-white
"The flavor is better than the nose, with definite wheat malt and bread character. Still some of the smoky phenolics and some plastic balloon, but not as strong as in the aroma. As it warms, some caramel flavor comes out, with some butterscotch. Some banana esters and clove.",Ayinger Brewery Bräuweisse,/review/braeuweisse
"Hops bitterness up front similar to a pale ale, with light sweetness. The hops are mostly pine with a little dankness and earth. There isn’t a lot of malt, and the wheat is more of an afterthought. A hint of smoke and astringency.",Ballast Point Brewing Company Homework Series #8,/review/homework-series-8
"Lots of earthy, musty, leathery, barnyard funk followed by pie cherries and toasty malt.  Moderate sweetness supports the fruit. High carbonation. Some vanilla qualities. Rich toasted character from the malt in the base beer supports the barnyard character well, blending caramel, leather, and horse blanket. The cherry character plays a supporting role. It is sweet and fleshy with just a slight tartness.",Societe Brewing Company The Savage,/review/the-savage
"High hops flavor up front with bit citrus notes. Moderate chocolate with big roasty notes support the hops. Quite sweet up front. Sweetness slowly fades into a low bitterness. Toward the end, slight smoke note but big hops that continue into the aftertaste with a mix of roast. Dry, bitter hoppy finish. As it warms, the smoke turns into a burnt molasses note. Very fruity: passion fruit and pineapple. Finish is sweet and lingers. Rich chewy body that doesn’t come across as thick. Big pine and orange flavors from the hops. Chocolate from the malt gives it a chocolate orange flavor. The sweetness comes together with all the different bold flavors and finishes with a slightly dry finish.",Revolution Brewing Company Rise,/review/rise
"The orange dominates on the flavor, along with some raw, grainy wheat, which supports an estery blend of orange, lemon, and vanillin. A great blend of citrus and coriander with the spice ascendant—it’s piney, flowery, and woody. The carbonation is a bit low, and the body drops off very quickly. It’s dry and somewhat thin. Light honeysuckle emerges as it warms.",Harpoon Brewery UFO White,/review/ufo-white
"Way out of style for a wit, and the hoppiness is the star of the show, ranging from floral, catty, and fruity to piney, citrusy, and earthy. Nice spice character, and lots of big fruity esters of cherry, strawberry, orange, and bubblegum. The wheat and malt balance the flavor, but the finish is dry and bitter.",Lagunitas Brewing Company Stoopid Wit,/review/stoopid-wit
"Medium body and chewiness with a complex citrus hops character (orange, lemon, blood orange). Malt bill supports the high hopping rate well, yielding a soft mouthfeel and restrained bitterness that doesn’t overpower the juicy hops flavors.",Aslan Brewing Company Batch 15 IPA,/review/batch-15-ipa
"Sweet fruity flavors, with notes of apricot, mango, tangerine, and clementine—this is like drinking a liquid Dum Dum sucker. The carbonation is perfect, carrying all the flavors through the finish. Malty sweetness up front fades into a very low bitterness and acidity in the dry finish.",Lefebvre Blanche de Bruxelles,/review/blanche-de-bruxelles
"Hops-dominated, resinous and sticky, with some woody and piney notes. Very lemony, with some spice and citrus, and the bitterness is not overwhelming. Bergamot and lemongrass, and moderate sweetness that slowly fades into a low-to-moderate bitterness. Honey, sweet bready malt, and raw wheat. It’s very dry, with an intensely bitter finish.",Lagunitas Brewing Company Little Sumpin’ Sumpin’,/review/little-sumpin-sumpin
"The malt sweetness and esters stand out first, giving the beer a Bit-O-Honey character. Then the orange, which has the bitter qualities of the rind but is strongest in the aftertaste. Hops earthiness and floral notes, with a mellow bitterness and spiciness. The body is a little thin, and none of the fruity flavors linger long after the sip.",Boulder Beer Company Pulp Fusion Blood Orange IPA,/review/pulp-fusion-blood-orange-ipa
"Raspberry, blackberry, and cherry jump out, providing some nice berry sweetness without being too sweet. A slight tannic tartness provides a pivot point for the sweetness. Lemon-like tartness provides some complexity. Very refreshing, light, and easy drinking.",Smuttynose Brewing Company Blackberry Short Weisse,/review/blackberry-short-weisse
"Sweet and heavy up front, almost like a braggot or a tripel, but with less hops and more honey. The honey character dries out as you move toward the finish, and there’s a slight burn on the back end with lingering citrus and honey. Some herbal and spice notes that verge on medicinal. Toasty and bready Pilsner malt with a fair amount of caramel, toasty malt, and then some herbal and spice notes. The finish is dry with a bit of warmth.",Brasserie Lefèbvre SA Barbãr,/review/barbar
"The aroma suggested a more hops-forward flavor than comes through. A delicate balance of low bready malt character with a hint of graham cracker and a bit of earthy and herbal hops. Some fruit esters emerge as peach and nectarine, along with some unexpected almost Brett-like notes. Medium body with a touch of sweetness. The finish is a touch bitter and a little watery.",Odell Brewing Company Easy Street Wheat,/review/easy-street-wheat
"The coriander is a touch overpowering, but it’s a great witbier that’s fresh, with a crisp, light body, and quite clear. Orange citrus, herbal hops, and some delicate peppery and spicy phenols are nicely balanced by the floral honey notes. A very clean, dry finish, with a low yeast character.”",New Belgium Brewing Sunshine Wheat,/review/sunshine-wheat
